,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,Año,Terrorismo,Delitos Sexuales,Homicidios,Amenazas,Extorsion,Secuestro,Poblacion,Total,Indice100k
3283,CALDAS,PENSILVANIA,17541,2019,,13.0,2.0,7.0,,,19781,22,111.21783529649665
3284,CALDAS,PENSILVANIA,17541,2020,,16.0,,4.0,1.0,,19755,21,106.30220197418376
3285,CALDAS,PENSILVANIA,17541,2021,,14.0,3.0,4.0,,,19924,21,105.40052198353744
3286,CALDAS,RIOSUCIO,17614,2012,,4.0,11.0,,,,46249,15,32.433133689377065
3287,CALDAS,RIOSUCIO,17614,2013,,10.0,14.0,7.0,,,46838,31,66.18557581450959
3288,CALDAS,RIOSUCIO,17614,2014,,13.0,8.0,4.0,5.0,,47509,30,63.14593024479572
3289,CALDAS,RIOSUCIO,17614,2015,,29.0,2.0,13.0,1.0,,48172,45,93.41526197791248
3290,CALDAS,RIOSUCIO,17614,2016,,30.0,9.0,18.0,5.0,,48898,62,126.7945519244141
3291,CALDAS,RIOSUCIO,17614,2017,,42.0,7.0,23.0,1.0,,49685,73,146.92563147831336
3292,CALDAS,RIOSUCIO,17614,2018,,61.0,13.0,52.0,4.0,,50775,130,256.03151157065486
3293,CALDAS,RIOSUCIO,17614,2019,,66.0,1.0,75.0,4.0,,51371,146,284.2070428841175
3294,CALDAS,RIOSUCIO,17614,2020,3.0,48.0,3.0,44.0,6.0,,51956,104,200.16937408576487
3295,CALDAS,RIOSUCIO,17614,2021,,59.0,2.0,38.0,4.0,,52411,103,196.5236305355746
3296,CALDAS,RISARALDA,17616,2012,,,3.0,1.0,,,11819,4,33.843810813097555
3297,CALDAS,RISARALDA,17616,2013,,2.0,1.0,1.0,3.0,,11622,7,60.230597143348824
3298,CALDAS,RISARALDA,17616,2014,,1.0,6.0,4.0,,,11380,11,96.66080843585237
3299,CALDAS,RISARALDA,17616,2015,,2.0,3.0,1.0,,,11213,6,53.509319539819856
3300,CALDAS,RISARALDA,17616,2016,,14.0,2.0,2.0,,,11092,18,162.27912008654886
3301,CALDAS,RISARALDA,17616,2017,,10.0,1.0,1.0,1.0,,10943,13,118.79740473361967
3302,CALDAS,RISARALDA,17616,2018,,5.0,,12.0,2.0,1.0,10815,20,184.9283402681461
3303,CALDAS,RISARALDA,17616,2019,,6.0,8.0,3.0,3.0,,10640,20,187.96992481203006
3304,CALDAS,RISARALDA,17616,2020,,7.0,2.0,3.0,,,10568,12,113.55034065102195
3305,CALDAS,RISARALDA,17616,2021,,4.0,4.0,2.0,,,10659,10,93.81743127873159
3306,CALDAS,SALAMINA,17653,2012,,4.0,1.0,1.0,2.0,,20699,8,38.64921010676844
3307,CALDAS,SALAMINA,17653,2013,,2.0,3.0,1.0,1.0,,20459,7,34.21477100542549
3308,CALDAS,SALAMINA,17653,2014,,7.0,2.0,4.0,1.0,,20084,14,69.70722963553077
3309,CALDAS,SALAMINA,17653,2015,,24.0,2.0,7.0,,,19882,33,165.97927773865808
3310,CALDAS,SALAMINA,17653,2016,,15.0,,13.0,1.0,,19703,29,147.18570776023958
3311,CALDAS,SALAMINA,17653,2017,,14.0,2.0,10.0,1.0,,19644,27,137.44654856444714
3312,CALDAS,SALAMINA,17653,2018,,15.0,4.0,10.0,1.0,,19467,30,154.10695022345507
3313,CALDAS,SALAMINA,17653,2019,,25.0,3.0,16.0,,,19387,44,226.95620776809199
3314,CALDAS,SALAMINA,17653,2020,,26.0,3.0,9.0,4.0,,19393,42,216.57299025421543
3315,CALDAS,SALAMINA,17653,2021,,32.0,2.0,5.0,1.0,,19559,40,204.509432997597
3316,CALDAS,SAMANÁ,17662,2012,,2.0,5.0,,1.0,,23152,8,34.55425017277125
3317,CALDAS,SAMANÁ,17662,2013,,5.0,9.0,1.0,1.0,,22633,16,70.69323554102417
3318,CALDAS,SAMANÁ,17662,2014,,4.0,6.0,3.0,3.0,,22137,16,72.2771829967927
3319,CALDAS,SAMANÁ,17662,2015,,16.0,6.0,4.0,1.0,,21628,27,124.83817273904198
3320,CALDAS,SAMANÁ,17662,2016,,17.0,1.0,1.0,,,21144,19,89.86000756715853
3321,CALDAS,SAMANÁ,17662,2017,,4.0,1.0,12.0,,,20750,17,81.92771084337349
3322,CALDAS,SAMANÁ,17662,2018,,9.0,8.0,14.0,3.0,,20454,34,166.22665493302043
3323,CALDAS,SAMANÁ,17662,2019,,22.0,5.0,10.0,1.0,,20116,38,188.90435474249355
3324,CALDAS,SAMANÁ,17662,2020,,15.0,6.0,4.0,2.0,,19967,27,135.22311814493915
3325,CALDAS,SAMANÁ,17662,2021,,18.0,4.0,6.0,,,20138,28,139.04061972390505
3326,CALDAS,SAN JOSÉ,17665,2012,,,3.0,,,,6304,3,47.588832487309645
3327,CALDAS,SAN JOSÉ,17665,2013,,4.0,2.0,,,,5993,6,100.11680293675956
3328,CALDAS,SAN JOSÉ,17665,2014,,3.0,1.0,1.0,,,5738,5,87.1383757406762
3329,CALDAS,SAN JOSÉ,17665,2015,,5.0,,2.0,1.0,,5508,8,145.24328249818447
3330,CALDAS,SAN JOSÉ,17665,2016,,6.0,1.0,,,,5262,7,133.02926643861647
3331,CALDAS,SAN JOSÉ,17665,2017,,6.0,,4.0,,,5037,10,198.53087155052611
3332,CALDAS,SAN JOSÉ,17665,2018,,6.0,,,,,4835,6,124.09513960703205
3333,CALDAS,SAN JOSÉ,17665,2019,,4.0,2.0,6.0,,,4875,12,246.15384615384616
3334,CALDAS,SAN JOSÉ,17665,2020,,4.0,,4.0,,,4916,8,162.73393002441009
3335,CALDAS,SAN JOSÉ,17665,2021,,4.0,1.0,1.0,,,4958,6,121.01653892698668
3336,CALDAS,SUPÍA,17777,2012,,3.0,9.0,1.0,,2.0,27554,15,54.43855701531538
3337,CALDAS,SUPÍA,17777,2013,,6.0,6.0,1.0,1.0,,27581,14,50.75958087088938
3338,CALDAS,SUPÍA,17777,2014,,9.0,10.0,5.0,,,27748,24,86.49272019605016
3339,CALDAS,SUPÍA,17777,2015,,8.0,8.0,5.0,2.0,,27907,23,82.41659798616834
3340,CALDAS,SUPÍA,17777,2016,,8.0,8.0,9.0,,,28029,25,89.19333547397338
3341,CALDAS,SUPÍA,17777,2017,,18.0,2.0,6.0,1.0,,28245,27,95.59214020180563
3342,CALDAS,SUPÍA,17777,2018,,9.0,8.0,17.0,,,28642,34,118.70679421828085
3343,CALDAS,SUPÍA,17777,2019,,17.0,5.0,11.0,3.0,,29021,36,124.04810309775681
3344,CALDAS,SUPÍA,17777,2020,,22.0,11.0,8.0,,,29363,41,139.63150904199162
3345,CALDAS,SUPÍA,17777,2021,,32.0,4.0,16.0,2.0,,29620,54,182.30925050641457
3346,CALDAS,VICTORIA,17867,2012,,4.0,7.0,,1.0,,10412,12,115.25163273146369
3347,CALDAS,VICTORIA,17867,2013,,2.0,5.0,,,,10333,7,67.74412077808962
3348,CALDAS,VICTORIA,17867,2014,,3.0,2.0,1.0,,,10212,6,58.75440658049354
3349,CALDAS,VICTORIA,17867,2015,,3.0,2.0,,1.0,,10190,6,58.881256133464184
3350,CALDAS,VICTORIA,17867,2016,,6.0,2.0,8.0,,,10163,16,157.43382859391912
3351,CALDAS,VICTORIA,17867,2017,,4.0,5.0,2.0,1.0,,10140,12,118.34319526627219
3352,CALDAS,VICTORIA,17867,2018,,11.0,1.0,4.0,1.0,,10157,17,167.3722555872797
3353,CALDAS,VICTORIA,17867,2019,,9.0,1.0,7.0,1.0,,10255,18,175.52413456850317
3354,CALDAS,VICTORIA,17867,2020,,8.0,2.0,4.0,,,10351,14,135.25263259588445
3355,CALDAS,VICTORIA,17867,2021,,11.0,3.0,5.0,1.0,,10440,20,191.57088122605364
3356,CALDAS,VILLAMARÍA,17873,2012,,15.0,13.0,6.0,1.0,,58475,35,59.854638734501926
3357,CALDAS,VILLAMARÍA,17873,2013,,10.0,17.0,,1.0,1.0,59367,29,48.848686980982706
3358,CALDAS,VILLAMARÍA,17873,2014,,7.0,7.0,6.0,,,60308,20,33.16309610665252
3359,CALDAS,VILLAMARÍA,17873,2015,,10.0,4.0,6.0,1.0,,61193,21,34.31765071168271
3360,CALDAS,VILLAMARÍA,17873,2016,,31.0,11.0,15.0,,1.0,62261,58,93.15622942130709
3361,CALDAS,VILLAMARÍA,17873,2017,,25.0,7.0,11.0,1.0,,63415,44,69.38421509106678
3362,CALDAS,VILLAMARÍA,17873,2018,,37.0,7.0,20.0,2.0,,64652,66,102.08500897110684
3363,CALDAS,VILLAMARÍA,17873,2019,,46.0,3.0,11.0,10.0,,66189,70,105.75775430962848
3364,CALDAS,VILLAMARÍA,17873,2020,,42.0,2.0,12.0,8.0,,67429,64,94.91465096620148
3365,CALDAS,VILLAMARÍA,17873,2021,,50.0,8.0,17.0,2.0,,68020,77,113.20199941193766
3366,CALDAS,VITERBO,17877,2012,,2.0,6.0,,1.0,,13071,9,68.85471654808354
3367,CALDAS,VITERBO,17877,2013,,7.0,2.0,,1.0,,12994,10,76.95859627520393
3368,CALDAS,VITERBO,17877,2014,,3.0,,3.0,,,12912,6,46.468401486988846
3369,CALDAS,VITERBO,17877,2015,,5.0,1.0,4.0,1.0,,12841,11,85.66311034966124
3370,CALDAS,VITERBO,17877,2016,,9.0,2.0,6.0,1.0,,12765,18,141.0105757931845
3371,CALDAS,VITERBO,17877,2017,,14.0,1.0,3.0,,,12769,18,140.96640300728325
3372,CALDAS,VITERBO,17877,2018,,10.0,3.0,4.0,1.0,,12734,18,141.35385581906706
3373,CALDAS,VITERBO,17877,2019,,10.0,2.0,7.0,1.0,,12780,20,156.49452269170578
3374,CALDAS,VITERBO,17877,2020,,11.0,1.0,1.0,1.0,,12853,14,108.9239866179102
3375,CALDAS,VITERBO,17877,2021,,4.0,4.0,5.0,,,12963,13,100.28542775592071
3376,CAQUETÁ,FLORENCIA (CT),18001,2012,1.0,192.0,69.0,270.0,17.0,2.0,163885,551,336.2113677273698
3377,CAQUETÁ,FLORENCIA (CT),18001,2013,1.0,114.0,87.0,56.0,23.0,1.0,164798,282,171.11858153618368
3378,CAQUETÁ,FLORENCIA (CT),18001,2014,1.0,71.0,65.0,251.0,50.0,2.0,165639,440,265.6379234359058
3379,CAQUETÁ,FLORENCIA (CT),18001,2015,2.0,136.0,65.0,431.0,66.0,3.0,166359,703,422.58008283290957
3380,CAQUETÁ,FLORENCIA (CT),18001,2016,,180.0,54.0,275.0,60.0,,167157,569,340.39854747333345
3381,CAQUETÁ,FLORENCIA (CT),18001,2017,,193.0,56.0,462.0,65.0,1.0,167802,777,463.0457324704115
3382,CAQUETÁ,FLORENCIA (CT),18001,2018,,242.0,36.0,627.0,56.0,,168346,961,570.8481341998028
3383,CAQUETÁ,FLORENCIA (CT),18001,2019,,186.0,42.0,250.0,61.0,,170764,539,315.6402988920381
3384,CAQUETÁ,FLORENCIA (CT),18001,2020,,116.0,41.0,121.0,28.0,,173011,306,176.8673668148268
3385,CAQUETÁ,FLORENCIA (CT),18001,2021,,178.0,30.0,168.0,23.0,,174839,399,228.20995315690436
3386,CAQUETÁ,ALBANIA,18029,2012,,1.0,5.0,6.0,,,5728,12,209.49720670391062
3387,CAQUETÁ,ALBANIA,18029,2013,,3.0,2.0,,3.0,,5518,8,144.98006524102937
3388,CAQUETÁ,ALBANIA,18029,2014,,2.0,2.0,6.0,2.0,,5350,12,224.29906542056074
3389,CAQUETÁ,ALBANIA,18029,2015,,2.0,3.0,7.0,,,5176,12,231.83925811437402
3390,CAQUETÁ,ALBANIA,18029,2016,,1.0,2.0,8.0,,,4949,11,222.2671246716508
3391,CAQUETÁ,ALBANIA,18029,2017,,2.0,1.0,3.0,1.0,1.0,4821,8,165.94067620825555
3392,CAQUETÁ,ALBANIA,18029,2018,,3.0,,9.0,2.0,,4675,14,299.4652406417112
3393,CAQUETÁ,ALBANIA,18029,2019,,2.0,5.0,3.0,1.0,,4491,11,244.9343130705856
3394,CAQUETÁ,ALBANIA,18029,2020,,2.0,5.0,2.0,,,4396,9,204.73157415832574
3395,CAQUETÁ,ALBANIA,18029,2021,,2.0,6.0,3.0,,,4442,11,247.63619990995048
3396,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2012,,22.0,3.0,8.0,1.0,,11848,34,286.96826468602296
3397,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2013,1.0,9.0,5.0,3.0,2.0,,11718,20,170.67759003242872
3398,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2014,,3.0,10.0,15.0,6.0,,11592,34,293.3057280883368
3399,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2015,1.0,5.0,6.0,33.0,4.0,,11435,49,428.5089637079143
3400,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2016,,11.0,3.0,15.0,1.0,,11305,30,265.36930561698364
3401,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2017,,6.0,6.0,14.0,2.0,,11184,28,250.3576537911302
3402,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2018,,25.0,1.0,22.0,4.0,,11021,52,471.826513020597
3403,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2019,,7.0,2.0,17.0,4.0,,11102,30,270.2215816969915
3404,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2020,,3.0,5.0,20.0,4.0,,11181,32,286.19980323763525
3405,CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094,2021,,8.0,1.0,10.0,1.0,,11297,20,177.03815172169604
3406,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2012,1.0,8.0,28.0,25.0,,,27005,62,229.58711349750047
3407,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2013,2.0,2.0,9.0,1.0,1.0,,27614,15,54.32027232563192
3408,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2014,,3.0,17.0,10.0,,,28202,30,106.37543436635698
3409,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2015,,14.0,11.0,58.0,3.0,1.0,28792,87,302.167268685746
3410,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2016,,22.0,8.0,58.0,2.0,,29373,90,306.4038402614646
3411,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2017,,37.0,21.0,43.0,13.0,,29892,114,381.372942593336
3412,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2018,,19.0,20.0,103.0,9.0,,30399,151,496.72686601532945
3413,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2019,1.0,29.0,16.0,56.0,13.0,1.0,30778,116,376.89258561310027
3414,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2020,,31.0,17.0,22.0,5.0,1.0,31151,76,243.9729061667362
3415,CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150,2021,,28.0,19.0,27.0,5.0,,31480,79,250.95298602287167
3416,CAQUETÁ,CURILLO,18205,2012,,5.0,14.0,18.0,1.0,,7233,38,525.3698327111848
3417,CAQUETÁ,CURILLO,18205,2013,,7.0,4.0,1.0,2.0,,7317,14,191.3352466858002
3418,CAQUETÁ,CURILLO,18205,2014,,2.0,1.0,6.0,,1.0,7396,10,135.20822065981613
3419,CAQUETÁ,CURILLO,18205,2015,1.0,2.0,3.0,14.0,,,7454,20,268.31231553528306
3420,CAQUETÁ,CURILLO,18205,2016,,6.0,3.0,12.0,3.0,,7523,24,319.0216668882095
3421,CAQUETÁ,CURILLO,18205,2017,,5.0,2.0,13.0,3.0,,7595,23,302.83080974325213
3422,CAQUETÁ,CURILLO,18205,2018,,5.0,8.0,56.0,1.0,,7593,70,921.9017516133281
3423,CAQUETÁ,CURILLO,18205,2019,,12.0,7.0,17.0,4.0,,7683,40,520.6299622543278
3424,CAQUETÁ,CURILLO,18205,2020,,7.0,4.0,5.0,1.0,,7772,17,218.73391662377765
3425,CAQUETÁ,CURILLO,18205,2021,,9.0,6.0,20.0,,,7854,35,445.63279857397504
3426,CAQUETÁ,EL DONCELLO,18247,2012,,16.0,8.0,20.0,1.0,1.0,20224,46,227.45253164556962
3427,CAQUETÁ,EL DONCELLO,18247,2013,1.0,6.0,13.0,1.0,3.0,,20072,24,119.56954962136308
3428,CAQUETÁ,EL DONCELLO,18247,2014,,3.0,14.0,23.0,4.0,,19934,44,220.72840373231665
3429,CAQUETÁ,EL DONCELLO,18247,2015,,7.0,10.0,24.0,2.0,,19764,43,217.5672940700263
3430,CAQUETÁ,EL DONCELLO,18247,2016,,14.0,6.0,34.0,3.0,,19605,57,290.7421576128539
3431,CAQUETÁ,EL DONCELLO,18247,2017,,18.0,8.0,14.0,11.0,,19430,51,262.4806999485332
3432,CAQUETÁ,EL DONCELLO,18247,2018,,15.0,5.0,46.0,9.0,,19294,75,388.7218824505028
3433,CAQUETÁ,EL DONCELLO,18247,2019,,7.0,5.0,42.0,11.0,,19256,65,337.5571250519319
3434,CAQUETÁ,EL DONCELLO,18247,2020,1.0,11.0,9.0,34.0,3.0,,19284,58,300.7674756274632
3435,CAQUETÁ,EL DONCELLO,18247,2021,,16.0,5.0,6.0,3.0,,19484,30,153.97249024840895
3436,CAQUETÁ,EL PAUJIL,18256,2012,2.0,10.0,22.0,5.0,,,17451,39,223.48289496303937
3437,CAQUETÁ,EL PAUJIL,18256,2013,,2.0,19.0,,2.0,,17568,23,130.91985428051004
3438,CAQUETÁ,EL PAUJIL,18256,2014,,,7.0,14.0,1.0,,17668,22,124.51890423364274
3439,CAQUETÁ,EL PAUJIL,18256,2015,,4.0,11.0,23.0,2.0,3.0,17762,43,242.08985474608716
3440,CAQUETÁ,EL PAUJIL,18256,2016,,7.0,6.0,25.0,2.0,,17856,40,224.0143369175627
3441,CAQUETÁ,EL PAUJIL,18256,2017,,11.0,8.0,17.0,8.0,,17959,44,245.00250570744473
3442,CAQUETÁ,EL PAUJIL,18256,2018,,14.0,10.0,56.0,5.0,,18036,85,471.2796628964294
3443,CAQUETÁ,EL PAUJIL,18256,2019,,10.0,5.0,17.0,6.0,,18251,38,208.2077694372911
3444,CAQUETÁ,EL PAUJIL,18256,2020,,8.0,3.0,3.0,3.0,,18464,17,92.07105719237435
3445,CAQUETÁ,EL PAUJIL,18256,2021,,8.0,6.0,2.0,2.0,,18659,18,96.46819229326331
3446,CAQUETÁ,LA MONTAÑITA,18410,2012,,5.0,19.0,2.0,,1.0,14639,27,184.43882778878339
3447,CAQUETÁ,LA MONTAÑITA,18410,2013,,4.0,20.0,,5.0,,14659,29,197.8306842212975
3448,CAQUETÁ,LA MONTAÑITA,18410,2014,,3.0,17.0,6.0,2.0,,14659,28,191.00893648952862
3449,CAQUETÁ,LA MONTAÑITA,18410,2015,,4.0,4.0,14.0,7.0,,14722,29,196.98410542045917
3450,CAQUETÁ,LA MONTAÑITA,18410,2016,,6.0,4.0,15.0,1.0,,14720,26,176.6304347826087
3451,CAQUETÁ,LA MONTAÑITA,18410,2017,,13.0,5.0,21.0,2.0,1.0,14730,42,285.132382892057
3452,CAQUETÁ,LA MONTAÑITA,18410,2018,,9.0,19.0,68.0,7.0,,14714,103,700.0135924969417
3453,CAQUETÁ,LA MONTAÑITA,18410,2019,,12.0,5.0,20.0,1.0,,14662,38,259.17337334606464
3454,CAQUETÁ,LA MONTAÑITA,18410,2020,1.0,9.0,1.0,13.0,1.0,,14692,25,170.16063163626464
3455,CAQUETÁ,LA MONTAÑITA,18410,2021,,11.0,9.0,26.0,6.0,,14844,52,350.3098895176502
3456,CAQUETÁ,MILÁN,18460,2012,2.0,15.0,6.0,9.0,1.0,1.0,9555,34,355.83464154892727
3457,CAQUETÁ,MILÁN,18460,2013,,7.0,12.0,2.0,,,9597,21,218.8183807439825
3458,CAQUETÁ,MILÁN,18460,2014,,,5.0,9.0,3.0,,9589,17,177.28647408488894
3459,CAQUETÁ,MILÁN,18460,2015,,7.0,2.0,3.0,,,9604,12,124.94793835901709
3460,CAQUETÁ,MILÁN,18460,2016,,5.0,2.0,3.0,1.0,,9636,11,114.15525114155251
3461,CAQUETÁ,MILÁN,18460,2017,,5.0,2.0,11.0,4.0,2.0,9680,24,247.93388429752068
3462,CAQUETÁ,MILÁN,18460,2018,,13.0,7.0,29.0,1.0,,9723,50,514.2445747197368
3463,CAQUETÁ,MILÁN,18460,2019,,8.0,3.0,13.0,3.0,,9838,27,274.44602561496237
3464,CAQUETÁ,MILÁN,18460,2020,,6.0,1.0,7.0,3.0,,9952,17,170.81993569131834
3465,CAQUETÁ,MILÁN,18460,2021,,10.0,,4.0,,,10057,14,139.20652281992642
3466,CAQUETÁ,MORELIA,18479,2012,,4.0,5.0,1.0,1.0,,3659,11,300.62858704564087
3467,CAQUETÁ,MORELIA,18479,2013,,4.0,5.0,,2.0,,3641,11,302.11480362537765
3468,CAQUETÁ,MORELIA,18479,2014,,5.0,,8.0,3.0,,3665,16,436.56207366984995
3469,CAQUETÁ,MORELIA,18479,2015,,1.0,1.0,5.0,1.0,,3732,8,214.36227224008573
3470,CAQUETÁ,MORELIA,18479,2016,,,,5.0,,,3730,5,134.04825737265415
3471,CAQUETÁ,MORELIA,18479,2017,,1.0,1.0,3.0,2.0,,3694,7,189.49648077964267
3472,CAQUETÁ,MORELIA,18479,2018,,2.0,,7.0,,,3698,9,243.37479718766903
3473,CAQUETÁ,MORELIA,18479,2019,,1.0,1.0,9.0,1.0,,3718,12,322.75416890801506
3474,CAQUETÁ,MORELIA,18479,2020,,1.0,2.0,9.0,,,3747,12,320.25620496397113
3475,CAQUETÁ,MORELIA,18479,2021,,,1.0,2.0,,,3786,3,79.2393026941363
3476,CAQUETÁ,PUERTO RICO,18592,2012,3.0,22.0,29.0,20.0,,,28101,74,263.335824347888
3477,CAQUETÁ,PUERTO RICO,18592,2013,1.0,15.0,41.0,3.0,5.0,1.0,27846,66,237.0178840767076
3478,CAQUETÁ,PUERTO RICO,18592,2014,,10.0,16.0,20.0,2.0,,27599,48,173.91934490380086
3479,CAQUETÁ,PUERTO RICO,18592,2015,,27.0,18.0,38.0,7.0,1.0,27333,91,332.93088940109027
3480,CAQUETÁ,PUERTO RICO,18592,2016,,35.0,9.0,55.0,6.0,1.0,27085,106,391.3605316595902
3481,CAQUETÁ,PUERTO RICO,18592,2017,,23.0,16.0,51.0,11.0,,26841,101,376.290004098208
3482,CAQUETÁ,PUERTO RICO,18592,2018,,33.0,9.0,84.0,5.0,,26517,131,494.02270241731725
3483,CAQUETÁ,PUERTO RICO,18592,2019,,22.0,8.0,34.0,12.0,,26329,76,288.6550951422386
3484,CAQUETÁ,PUERTO RICO,18592,2020,,25.0,11.0,17.0,2.0,,26282,55,209.26870101209954
3485,CAQUETÁ,PUERTO RICO,18592,2021,,25.0,5.0,16.0,3.0,,26554,49,184.52963771936433
3486,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2012,1.0,10.0,15.0,3.0,2.0,,11497,31,269.63555710185267
3487,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2013,,2.0,11.0,1.0,2.0,,11708,16,136.6586949094636
3488,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2014,2.0,1.0,10.0,16.0,5.0,,11923,34,285.16313008471025
3489,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2015,,5.0,6.0,21.0,1.0,,12176,33,271.0249671484888
3490,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2016,,9.0,8.0,11.0,4.0,,12379,32,258.5023022861297
3491,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2017,,8.0,15.0,16.0,2.0,,12603,41,325.31936840434815
3492,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2018,,12.0,13.0,52.0,2.0,,12797,79,617.3321872313824
3493,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2019,,8.0,10.0,26.0,5.0,,12949,49,378.4075990423971
3494,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2020,,9.0,8.0,11.0,1.0,,13099,29,221.3909458737308
3495,CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610,2021,,9.0,21.0,17.0,2.0,,13237,49,370.17451084082495
3496,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2012,4.0,33.0,37.0,36.0,2.0,2.0,47521,114,239.89394162580754
3497,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2013,4.0,32.0,47.0,6.0,8.0,1.0,48118,98,203.66598778004072
3498,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2014,,21.0,43.0,42.0,6.0,,48684,112,230.05504888669788
3499,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2015,,34.0,29.0,99.0,14.0,1.0,49207,177,359.7049200317028
3500,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2016,,71.0,33.0,124.0,24.0,,49782,252,506.20706279378084
3501,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2017,2.0,47.0,32.0,110.0,23.0,1.0,50280,215,427.6054097056484
3502,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2018,,70.0,42.0,155.0,28.0,,50719,295,581.6360732664288
3503,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2019,1.0,56.0,36.0,91.0,21.0,,51714,205,396.4110298951928
3504,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2020,4.0,43.0,24.0,66.0,7.0,,52593,144,273.8006959101021
3505,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,2021,,45.0,25.0,70.0,3.0,,53149,143,269.0549210709515
3506,CAQUETÁ,SOLANO,18756,2012,,5.0,2.0,7.0,,,10281,14,136.1735239762669
3507,CAQUETÁ,SOLANO,18756,2013,,4.0,5.0,,,,10457,9,86.06674954575882
3508,CAQUETÁ,SOLANO,18756,2014,,4.0,2.0,5.0,1.0,,10609,12,113.11150909605053
3509,CAQUETÁ,SOLANO,18756,2015,,2.0,3.0,7.0,1.0,,10768,13,120.72808320950966
3510,CAQUETÁ,SOLANO,18756,2016,,7.0,1.0,11.0,,,10933,19,173.78578615201684
3511,CAQUETÁ,SOLANO,18756,2017,,5.0,5.0,17.0,1.0,1.0,11085,29,261.6147947677041
3512,CAQUETÁ,SOLANO,18756,2018,,6.0,6.0,20.0,,,11214,32,285.3575887283753
3513,CAQUETÁ,SOLANO,18756,2019,,11.0,7.0,7.0,2.0,,11359,27,237.69698036799014
3514,CAQUETÁ,SOLANO,18756,2020,,3.0,3.0,4.0,,,11503,10,86.93384334521429
3515,CAQUETÁ,SOLANO,18756,2021,,7.0,2.0,3.0,,,11625,12,103.22580645161291
3516,CAQUETÁ,SOLITA,18785,2012,,6.0,6.0,9.0,,,6930,21,303.030303030303
3517,CAQUETÁ,SOLITA,18785,2013,,4.0,6.0,1.0,,,6794,11,161.9075654989697
3518,CAQUETÁ,SOLITA,18785,2014,,1.0,7.0,16.0,1.0,,6672,25,374.70023980815347
3519,CAQUETÁ,SOLITA,18785,2015,,1.0,7.0,13.0,1.0,,6582,22,334.24491036159225
3520,CAQUETÁ,SOLITA,18785,2016,,2.0,2.0,12.0,,,6429,16,248.8722974023954
3521,CAQUETÁ,SOLITA,18785,2017,,1.0,1.0,5.0,,,6340,7,110.41009463722396
3522,CAQUETÁ,SOLITA,18785,2018,,3.0,1.0,10.0,3.0,,6216,17,273.4877734877735
3523,CAQUETÁ,SOLITA,18785,2019,,,4.0,1.0,1.0,,6280,6,95.54140127388536
3524,CAQUETÁ,SOLITA,18785,2020,1.0,1.0,4.0,11.0,,,6346,17,267.88528206744405
3525,CAQUETÁ,SOLITA,18785,2021,,9.0,,1.0,,,6412,10,155.95757953836556
3526,CAQUETÁ,VALPARAÍSO,18860,2012,,6.0,4.0,19.0,2.0,1.0,8822,32,362.7295397868964
