,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,Año,Terrorismo,Delitos Sexuales,Homicidios,Amenazas,Extorsion,Secuestro,Poblacion,Total,Indice100k
9841,TOLIMA,VILLARRICA,73873,2019,,12.0,,4.0,1.0,,5021,17,338.5779725154352
9842,TOLIMA,VILLARRICA,73873,2020,,2.0,,8.0,,,4960,10,201.61290322580643
9843,TOLIMA,VILLARRICA,73873,2021,,9.0,1.0,5.0,,,4974,15,301.56815440289506
9844,VALLE,CALI (CT),76001,2012,5.0,641.0,1847.0,1085.0,86.0,15.0,2165625,3679,169.8816738816739
9845,VALLE,CALI (CT),76001,2013,,881.0,1962.0,833.0,185.0,20.0,2172204,3881,178.66646042452734
9846,VALLE,CALI (CT),76001,2014,1.0,828.0,1545.0,2130.0,225.0,10.0,2178842,4739,217.50085595926643
9847,VALLE,CALI (CT),76001,2015,2.0,1003.0,1350.0,2589.0,281.0,6.0,2186576,5231,239.23248037113734
9848,VALLE,CALI (CT),76001,2016,,1319.0,1281.0,2109.0,155.0,12.0,2195915,4876,222.0486676396855
9849,VALLE,CALI (CT),76001,2017,1.0,1470.0,1241.0,2158.0,299.0,19.0,2205615,5188,235.2178417357517
9850,VALLE,CALI (CT),76001,2018,2.0,1848.0,1159.0,5110.0,304.0,8.0,2227642,8431,378.4719447738909
9851,VALLE,CALI (CT),76001,2019,3.0,2004.0,1115.0,4048.0,500.0,4.0,2241491,7674,342.3614014064745
9852,VALLE,CALI (CT),76001,2020,6.0,1302.0,1073.0,2371.0,531.0,8.0,2252616,5291,234.88246554228508
9853,VALLE,CALI (CT),76001,2021,8.0,1501.0,1224.0,4243.0,557.0,9.0,2264748,7542,333.01718336874563
9854,VALLE,ALCALÁ,76020,2012,,10.0,14.0,4.0,,,14405,28,194.376952447067
9855,VALLE,ALCALÁ,76020,2013,,6.0,9.0,13.0,7.0,,14360,35,243.73259052924791
9856,VALLE,ALCALÁ,76020,2014,,8.0,9.0,16.0,2.0,,14261,35,245.42458453123902
9857,VALLE,ALCALÁ,76020,2015,,1.0,12.0,13.0,,,14179,26,183.36977219832144
9858,VALLE,ALCALÁ,76020,2016,,15.0,19.0,14.0,1.0,,14161,49,346.02076124567475
9859,VALLE,ALCALÁ,76020,2017,,11.0,12.0,6.0,3.0,,14079,32,227.28886994814974
9860,VALLE,ALCALÁ,76020,2018,,16.0,5.0,32.0,1.0,,14062,54,384.0136538188025
9861,VALLE,ALCALÁ,76020,2019,,14.0,11.0,23.0,1.0,,14189,49,345.3379378391712
9862,VALLE,ALCALÁ,76020,2020,,10.0,11.0,43.0,2.0,,14295,66,461.69989506820565
9863,VALLE,ALCALÁ,76020,2021,,9.0,13.0,23.0,2.0,,14375,47,326.95652173913044
9864,VALLE,ANDALUCÍA,76036,2012,,6.0,12.0,24.0,,,22185,42,189.31710615280593
9865,VALLE,ANDALUCÍA,76036,2013,,6.0,17.0,16.0,1.0,,22194,40,180.22889069117778
9866,VALLE,ANDALUCÍA,76036,2014,,7.0,8.0,27.0,1.0,,22200,43,193.6936936936937
9867,VALLE,ANDALUCÍA,76036,2015,,7.0,12.0,16.0,1.0,,22254,36,161.76867080075493
9868,VALLE,ANDALUCÍA,76036,2016,,9.0,17.0,19.0,,,22294,45,201.84803086032116
9869,VALLE,ANDALUCÍA,76036,2017,,7.0,15.0,21.0,1.0,,22302,44,197.29172271545156
9870,VALLE,ANDALUCÍA,76036,2018,,17.0,19.0,63.0,2.0,,22436,101,450.1693706543056
9871,VALLE,ANDALUCÍA,76036,2019,,21.0,5.0,63.0,10.0,2.0,22515,101,448.5898290028869
9872,VALLE,ANDALUCÍA,76036,2020,,12.0,12.0,25.0,9.0,,22594,58,256.70531999645925
9873,VALLE,ANDALUCÍA,76036,2021,,17.0,15.0,19.0,1.0,1.0,22716,53,233.3157245994013
9874,VALLE,ANSERMANUEVO,76041,2012,,16.0,36.0,4.0,,,18287,56,306.2284683108219
9875,VALLE,ANSERMANUEVO,76041,2013,,5.0,20.0,3.0,,,18145,28,154.3124827776247
9876,VALLE,ANSERMANUEVO,76041,2014,,5.0,8.0,5.0,,,17945,18,100.30649205906938
9877,VALLE,ANSERMANUEVO,76041,2015,,5.0,9.0,4.0,,,17801,18,101.11791472389193
9878,VALLE,ANSERMANUEVO,76041,2016,,9.0,15.0,4.0,,,17662,28,158.53244253198957
9879,VALLE,ANSERMANUEVO,76041,2017,,19.0,24.0,6.0,,,17543,49,279.3136863706322
9880,VALLE,ANSERMANUEVO,76041,2018,,16.0,19.0,17.0,2.0,,17448,54,309.4910591471802
9881,VALLE,ANSERMANUEVO,76041,2019,,11.0,12.0,8.0,,,17348,31,178.69495042656214
9882,VALLE,ANSERMANUEVO,76041,2020,,9.0,13.0,7.0,1.0,1.0,17316,31,179.02517902517903
9883,VALLE,ANSERMANUEVO,76041,2021,,4.0,12.0,18.0,,,17409,34,195.30128094663678
9884,VALLE,ARGELIA,76054,2012,,,5.0,6.0,,,6155,11,178.71649065800162
9885,VALLE,ARGELIA,76054,2013,,3.0,4.0,2.0,,,5999,9,150.02500416736123
9886,VALLE,ARGELIA,76054,2014,,2.0,8.0,2.0,2.0,,5864,14,238.7448840381992
9887,VALLE,ARGELIA,76054,2015,,5.0,6.0,1.0,,,5688,12,210.97046413502107
9888,VALLE,ARGELIA,76054,2016,,6.0,1.0,1.0,,,5564,8,143.78145219266716
9889,VALLE,ARGELIA,76054,2017,,3.0,2.0,8.0,1.0,,5484,14,255.28811086797958
9890,VALLE,ARGELIA,76054,2018,,2.0,6.0,5.0,,,5397,13,240.87455994070783
9891,VALLE,ARGELIA,76054,2019,,1.0,1.0,1.0,1.0,,5258,4,76.07455306200076
9892,VALLE,ARGELIA,76054,2020,,2.0,2.0,1.0,1.0,,5177,6,115.89723778249952
9893,VALLE,ARGELIA,76054,2021,,6.0,1.0,,,,5205,7,134.48607108549473
9894,VALLE,BOLÍVAR,76100,2012,,6.0,13.0,23.0,,,16694,42,251.58739666946207
9895,VALLE,BOLÍVAR,76100,2013,,6.0,20.0,20.0,2.0,,16551,48,290.01268805510244
9896,VALLE,BOLÍVAR,76100,2014,,6.0,8.0,12.0,1.0,1.0,16441,28,170.30594246092087
9897,VALLE,BOLÍVAR,76100,2015,,8.0,3.0,16.0,1.0,,16207,28,172.76485469241686
9898,VALLE,BOLÍVAR,76100,2016,,9.0,6.0,18.0,,,16117,33,204.75274554817895
9899,VALLE,BOLÍVAR,76100,2017,,7.0,6.0,26.0,,,16000,39,243.75
9900,VALLE,BOLÍVAR,76100,2018,,11.0,10.0,37.0,3.0,,16021,61,380.75026527682417
9901,VALLE,BOLÍVAR,76100,2019,,5.0,5.0,17.0,2.0,,15828,29,183.21961081627495
9902,VALLE,BOLÍVAR,76100,2020,,10.0,8.0,11.0,1.0,,15714,30,190.91256204658268
9903,VALLE,BOLÍVAR,76100,2021,,11.0,6.0,4.0,,,15798,21,132.9282187618686
9904,VALLE,BUENAVENTURA,76109,2012,7.0,122.0,132.0,173.0,8.0,3.0,298906,445,148.87623533819996
9905,VALLE,BUENAVENTURA,76109,2013,3.0,113.0,182.0,302.0,59.0,6.0,299904,665,221.73762270593258
9906,VALLE,BUENAVENTURA,76109,2014,,110.0,147.0,469.0,96.0,10.0,300895,832,276.5084165572708
9907,VALLE,BUENAVENTURA,76109,2015,3.0,104.0,77.0,422.0,56.0,6.0,302099,668,221.11956676453744
9908,VALLE,BUENAVENTURA,76109,2016,,129.0,59.0,357.0,43.0,3.0,303516,591,194.71790614003874
9909,VALLE,BUENAVENTURA,76109,2017,,126.0,68.0,270.0,63.0,5.0,305003,532,174.42451385724075
9910,VALLE,BUENAVENTURA,76109,2018,2.0,141.0,91.0,603.0,90.0,2.0,308188,929,301.43938115695613
9911,VALLE,BUENAVENTURA,76109,2019,,110.0,113.0,321.0,119.0,2.0,310194,665,214.38196741394097
9912,VALLE,BUENAVENTURA,76109,2020,1.0,115.0,111.0,191.0,82.0,2.0,311827,502,160.9867009591857
9913,VALLE,BUENAVENTURA,76109,2021,,106.0,194.0,515.0,231.0,7.0,313508,1053,335.87659645048933
9914,VALLE,GUADALAJARA DE BUGA,76111,2012,3.0,18.0,100.0,15.0,7.0,,126800,143,112.77602523659307
9915,VALLE,GUADALAJARA DE BUGA,76111,2013,1.0,59.0,94.0,67.0,8.0,,126678,229,180.77329923112143
9916,VALLE,GUADALAJARA DE BUGA,76111,2014,,54.0,80.0,78.0,28.0,,126557,240,189.63787068277534
9917,VALLE,GUADALAJARA DE BUGA,76111,2015,1.0,52.0,87.0,59.0,21.0,,126493,220,173.92266765749883
9918,VALLE,GUADALAJARA DE BUGA,76111,2016,,72.0,66.0,108.0,15.0,1.0,126591,262,206.96574006050986
9919,VALLE,GUADALAJARA DE BUGA,76111,2017,,90.0,79.0,123.0,17.0,1.0,126669,310,244.73233387806016
9920,VALLE,GUADALAJARA DE BUGA,76111,2018,,101.0,71.0,178.0,17.0,,127545,367,287.7415814026422
9921,VALLE,GUADALAJARA DE BUGA,76111,2019,,110.0,72.0,119.0,47.0,,128316,348,271.2054615168802
9922,VALLE,GUADALAJARA DE BUGA,76111,2020,,63.0,59.0,126.0,27.0,,128945,275,213.2692233122649
9923,VALLE,GUADALAJARA DE BUGA,76111,2021,,71.0,77.0,150.0,12.0,,129639,310,239.12557178009703
9924,VALLE,BUGALAGRANDE,76113,2012,,9.0,11.0,89.0,,,24755,109,440.3150878610382
9925,VALLE,BUGALAGRANDE,76113,2013,,15.0,20.0,62.0,,,24628,97,393.8606464187104
9926,VALLE,BUGALAGRANDE,76113,2014,,10.0,11.0,63.0,2.0,,24514,86,350.819939626336
9927,VALLE,BUGALAGRANDE,76113,2015,,10.0,11.0,53.0,,,24448,74,302.68324607329845
9928,VALLE,BUGALAGRANDE,76113,2016,,16.0,14.0,37.0,,,24352,67,275.1314060446781
9929,VALLE,BUGALAGRANDE,76113,2017,,15.0,7.0,46.0,3.0,,24147,71,294.03238497535926
9930,VALLE,BUGALAGRANDE,76113,2018,,16.0,16.0,51.0,3.0,,24318,86,353.6475039065713
9931,VALLE,BUGALAGRANDE,76113,2019,,13.0,13.0,48.0,7.0,,24400,81,331.9672131147541
9932,VALLE,BUGALAGRANDE,76113,2020,,12.0,15.0,36.0,7.0,,24465,70,286.1230329041488
9933,VALLE,BUGALAGRANDE,76113,2021,,11.0,11.0,38.0,2.0,,24597,62,252.06325974712362
9934,VALLE,CAICEDONIA,76122,2012,,15.0,38.0,23.0,,1.0,30469,77,252.71587515179363
9935,VALLE,CAICEDONIA,76122,2013,,11.0,49.0,22.0,4.0,,30147,86,285.2688493050718
9936,VALLE,CAICEDONIA,76122,2014,,11.0,24.0,23.0,2.0,,29816,60,201.2342366514623
9937,VALLE,CAICEDONIA,76122,2015,,19.0,30.0,32.0,2.0,,29528,83,281.08913573557305
9938,VALLE,CAICEDONIA,76122,2016,,19.0,40.0,27.0,,,29227,86,294.2484688815137
9939,VALLE,CAICEDONIA,76122,2017,,20.0,31.0,22.0,1.0,,28956,74,255.5601602431275
9940,VALLE,CAICEDONIA,76122,2018,,33.0,19.0,33.0,3.0,,28825,88,305.29054640069387
9941,VALLE,CAICEDONIA,76122,2019,,34.0,20.0,41.0,3.0,,28609,98,342.549547345241
9942,VALLE,CAICEDONIA,76122,2020,,14.0,16.0,16.0,4.0,,28521,50,175.30942112829143
9943,VALLE,CAICEDONIA,76122,2021,,22.0,20.0,12.0,2.0,,28674,56,195.29887703145707
9944,VALLE,CALIMA,76126,2012,,3.0,21.0,1.0,3.0,,17230,28,162.5072547881602
9945,VALLE,CALIMA,76126,2013,,3.0,7.0,4.0,1.0,,17350,15,86.45533141210375
9946,VALLE,CALIMA,76126,2014,,11.0,4.0,6.0,3.0,1.0,17504,25,142.82449725776965
9947,VALLE,CALIMA,76126,2015,,14.0,9.0,7.0,4.0,,17623,34,192.92969414969073
9948,VALLE,CALIMA,76126,2016,,17.0,9.0,14.0,,,17767,40,225.1364889964541
9949,VALLE,CALIMA,76126,2017,,20.0,7.0,18.0,,,17858,45,251.98790458058014
9950,VALLE,CALIMA,76126,2018,,19.0,5.0,30.0,2.0,,18054,56,310.1805694029024
9951,VALLE,CALIMA,76126,2019,,15.0,10.0,22.0,7.0,,18171,54,297.17682020802374
9952,VALLE,CALIMA,76126,2020,,14.0,6.0,21.0,5.0,,18266,46,251.83400854045766
9953,VALLE,CALIMA,76126,2021,,11.0,8.0,10.0,,,18364,29,157.91766499673275
9954,VALLE,CANDELARIA,76130,2012,,15.0,27.0,5.0,2.0,,85024,49,57.63078660143018
9955,VALLE,CANDELARIA,76130,2013,,23.0,28.0,12.0,1.0,,86012,64,74.408222108543
9956,VALLE,CANDELARIA,76130,2014,,22.0,25.0,80.0,6.0,,86968,133,152.92981326464906
9957,VALLE,CANDELARIA,76130,2015,,51.0,32.0,53.0,4.0,,88018,140,159.0583744234134
9958,VALLE,CANDELARIA,76130,2016,,53.0,60.0,43.0,2.0,,89130,158,177.26915741052395
9959,VALLE,CANDELARIA,76130,2017,,56.0,39.0,55.0,3.0,,90123,153,169.7679837555341
9960,VALLE,CANDELARIA,76130,2018,,75.0,59.0,119.0,5.0,,91825,258,280.96923495780015
9961,VALLE,CANDELARIA,76130,2019,,70.0,72.0,97.0,12.0,,93183,251,269.36243735445305
9962,VALLE,CANDELARIA,76130,2020,,47.0,78.0,101.0,14.0,,94211,240,254.74732249949582
9963,VALLE,CANDELARIA,76130,2021,1.0,75.0,58.0,160.0,12.0,,94736,306,323.00287113663234
9964,VALLE,CARTAGO,76147,2012,,85.0,115.0,43.0,18.0,1.0,134829,262,194.3202130105541
9965,VALLE,CARTAGO,76147,2013,,55.0,109.0,24.0,21.0,,134754,209,155.09743681078112
9966,VALLE,CARTAGO,76147,2014,1.0,46.0,66.0,70.0,10.0,,134684,193,143.29838733628344
9967,VALLE,CARTAGO,76147,2015,,41.0,74.0,59.0,13.0,1.0,134645,188,139.62642504363328
9968,VALLE,CARTAGO,76147,2016,,46.0,46.0,66.0,12.0,,134759,170,126.15112905260501
9969,VALLE,CARTAGO,76147,2017,,73.0,72.0,49.0,18.0,1.0,134923,213,157.86782090525708
9970,VALLE,CARTAGO,76147,2018,,91.0,46.0,77.0,16.0,1.0,135729,231,170.19207391198637
9971,VALLE,CARTAGO,76147,2019,,115.0,54.0,56.0,29.0,,136596,254,185.94980819350494
9972,VALLE,CARTAGO,76147,2020,,81.0,39.0,44.0,27.0,,137302,191,139.10940845726938
9973,VALLE,CARTAGO,76147,2021,,113.0,70.0,59.0,17.0,,138042,259,187.62405644658872
9974,VALLE,DAGUA,76233,2012,4.0,26.0,22.0,60.0,1.0,,46315,113,243.98143150167334
9975,VALLE,DAGUA,76233,2013,1.0,17.0,20.0,36.0,3.0,,46622,77,165.15807987645317
9976,VALLE,DAGUA,76233,2014,1.0,19.0,23.0,65.0,3.0,,46833,111,237.01236307731727
9977,VALLE,DAGUA,76233,2015,,42.0,12.0,89.0,7.0,1.0,47017,151,321.16043133334756
9978,VALLE,DAGUA,76233,2016,1.0,28.0,12.0,53.0,,,47427,94,198.19933792987118
9979,VALLE,DAGUA,76233,2017,,26.0,21.0,45.0,3.0,1.0,47777,96,200.93350356866273
9980,VALLE,DAGUA,76233,2018,,31.0,13.0,109.0,14.0,1.0,48443,168,346.79933117271844
9981,VALLE,DAGUA,76233,2019,,28.0,9.0,83.0,10.0,,48758,130,266.62291316296813
9982,VALLE,DAGUA,76233,2020,,40.0,10.0,52.0,2.0,,49015,104,212.17994491482202
9983,VALLE,DAGUA,76233,2021,,31.0,16.0,81.0,11.0,,49279,139,282.0674120822257
9984,VALLE,EL ÁGUILA,76243,2012,,6.0,10.0,2.0,,1.0,9897,19,191.97736687885217
9985,VALLE,EL ÁGUILA,76243,2013,,8.0,14.0,3.0,,,9678,25,258.3178342632775
9986,VALLE,EL ÁGUILA,76243,2014,,2.0,8.0,,,,9477,10,105.51862403714256
9987,VALLE,EL ÁGUILA,76243,2015,,3.0,8.0,,2.0,,9294,13,139.8751882935227
9988,VALLE,EL ÁGUILA,76243,2016,,4.0,11.0,1.0,,,9177,16,174.34891576768007
9989,VALLE,EL ÁGUILA,76243,2017,,2.0,12.0,,,1.0,9029,15,166.13135452431055
9990,VALLE,EL ÁGUILA,76243,2018,,2.0,16.0,13.0,,,8909,31,347.96273431361544
9991,VALLE,EL ÁGUILA,76243,2019,,4.0,4.0,2.0,,,8696,10,114.99540018399263
9992,VALLE,EL ÁGUILA,76243,2020,,2.0,8.0,1.0,,,8562,11,128.4746554543331
9993,VALLE,EL ÁGUILA,76243,2021,,8.0,4.0,,1.0,,8608,13,151.02230483271376
9994,VALLE,EL CAIRO,76246,2012,,5.0,6.0,1.0,,,7991,12,150.16894005756475
9995,VALLE,EL CAIRO,76246,2013,,4.0,2.0,,,,7821,6,76.71653241273494
9996,VALLE,EL CAIRO,76246,2014,,6.0,1.0,,,,7604,7,92.0568122041031
9997,VALLE,EL CAIRO,76246,2015,,2.0,4.0,1.0,,2.0,7392,9,121.75324675324676
9998,VALLE,EL CAIRO,76246,2016,,5.0,3.0,3.0,,,7149,11,153.86767380053155
9999,VALLE,EL CAIRO,76246,2017,,6.0,3.0,7.0,1.0,1.0,6997,18,257.25310847506074
10000,VALLE,EL CAIRO,76246,2018,,9.0,1.0,25.0,1.0,,6845,36,525.9313367421476
10001,VALLE,EL CAIRO,76246,2019,,8.0,10.0,4.0,5.0,,6637,27,406.8103058610819
10002,VALLE,EL CAIRO,76246,2020,,5.0,10.0,3.0,,,6506,18,276.66769136181983
10003,VALLE,EL CAIRO,76246,2021,,9.0,5.0,1.0,,,6541,15,229.32273352698363
10004,VALLE,EL CERRITO,76248,2012,,17.0,46.0,16.0,,,55575,79,142.1502474134053
10005,VALLE,EL CERRITO,76248,2013,,27.0,54.0,27.0,,,55629,108,194.1433425012134
10006,VALLE,EL CERRITO,76248,2014,,19.0,51.0,39.0,,1.0,55656,110,197.64266206698287
10007,VALLE,EL CERRITO,76248,2015,,16.0,85.0,49.0,4.0,,55725,154,276.3571108120233
10008,VALLE,EL CERRITO,76248,2016,,19.0,29.0,45.0,4.0,,55876,97,173.5986827976233
10009,VALLE,EL CERRITO,76248,2017,,24.0,29.0,63.0,2.0,,55879,118,211.17056497074034
10010,VALLE,EL CERRITO,76248,2018,,34.0,39.0,124.0,2.0,,56470,199,352.3995041615017
10011,VALLE,EL CERRITO,76248,2019,,37.0,43.0,61.0,8.0,,56835,149,262.16239992962085
10012,VALLE,EL CERRITO,76248,2020,,17.0,26.0,45.0,5.0,,57133,93,162.7780792186652
10013,VALLE,EL CERRITO,76248,2021,,28.0,32.0,95.0,9.0,,57441,164,285.5103497501784
10014,VALLE,EL DOVIO,76250,2012,,2.0,20.0,8.0,,,9982,30,300.54097375275495
10015,VALLE,EL DOVIO,76250,2013,,2.0,4.0,5.0,1.0,,9752,12,123.05168170631666
10016,VALLE,EL DOVIO,76250,2014,,2.0,13.0,5.0,2.0,,9589,22,229.42955469809155
10017,VALLE,EL DOVIO,76250,2015,,3.0,,2.0,,,9364,5,53.39598462195644
10018,VALLE,EL DOVIO,76250,2016,,5.0,3.0,8.0,2.0,,9154,18,196.63535066637536
10019,VALLE,EL DOVIO,76250,2017,,5.0,5.0,9.0,4.0,,8999,23,255.5839537726414
10020,VALLE,EL DOVIO,76250,2018,,16.0,4.0,36.0,,,8886,56,630.2048165653837
10021,VALLE,EL DOVIO,76250,2019,,4.0,2.0,9.0,2.0,,8711,17,195.15555045344968
10022,VALLE,EL DOVIO,76250,2020,,1.0,16.0,5.0,,,8616,22,255.338904363974
10023,VALLE,EL DOVIO,76250,2021,,4.0,5.0,3.0,2.0,,8662,14,161.62549064881088
10024,VALLE,FLORIDA,76275,2012,2.0,13.0,63.0,50.0,4.0,,56328,132,234.34171282488282
10025,VALLE,FLORIDA,76275,2013,,14.0,47.0,41.0,1.0,,56382,103,182.68241637402008
10026,VALLE,FLORIDA,76275,2014,2.0,12.0,39.0,36.0,5.0,,56435,94,166.5633029148578
10027,VALLE,FLORIDA,76275,2015,2.0,30.0,46.0,29.0,4.0,,56530,111,196.35591721209977
10028,VALLE,FLORIDA,76275,2016,,27.0,38.0,29.0,4.0,,56713,98,172.7998871510941
10029,VALLE,FLORIDA,76275,2017,,30.0,26.0,19.0,2.0,,56879,77,135.37509449884843
10030,VALLE,FLORIDA,76275,2018,,39.0,18.0,85.0,7.0,,57374,149,259.6995154599644
10031,VALLE,FLORIDA,76275,2019,1.0,31.0,32.0,85.0,2.0,,57696,151,261.7165834719911
10032,VALLE,FLORIDA,76275,2020,2.0,14.0,30.0,51.0,4.0,,57961,101,174.2551025689688
10033,VALLE,FLORIDA,76275,2021,1.0,11.0,30.0,150.0,9.0,,58273,201,344.9281828634187
10034,VALLE,GINEBRA,76306,2012,,3.0,4.0,,1.0,,21841,8,36.62835950734856
10035,VALLE,GINEBRA,76306,2013,,8.0,2.0,28.0,3.0,,21963,41,186.67759413559168
10036,VALLE,GINEBRA,76306,2014,,10.0,6.0,19.0,,1.0,22083,36,163.02132862382828
10037,VALLE,GINEBRA,76306,2015,,9.0,4.0,10.0,1.0,,22189,24,108.16170174410745
10038,VALLE,GINEBRA,76306,2016,,11.0,2.0,8.0,,,22381,21,93.82958759662213
10039,VALLE,GINEBRA,76306,2017,,9.0,5.0,17.0,1.0,,22385,32,142.9528702255975
10040,VALLE,GINEBRA,76306,2018,,14.0,,54.0,2.0,,22741,70,307.8140802955015
10041,VALLE,GINEBRA,76306,2019,,14.0,3.0,12.0,7.0,,22908,36,157.1503404924044
10042,VALLE,GINEBRA,76306,2020,,5.0,1.0,12.0,4.0,,23046,22,95.46125141022303
10043,VALLE,GINEBRA,76306,2021,,9.0,5.0,17.0,6.0,,23174,37,159.66168982480366
10044,VALLE,GUACARÍ,76318,2012,,6.0,23.0,1.0,,,32745,30,91.61704076958314
10045,VALLE,GUACARÍ,76318,2013,,14.0,22.0,29.0,1.0,,32771,66,201.3975771261176
10046,VALLE,GUACARÍ,76318,2014,,9.0,23.0,25.0,3.0,,32797,60,182.94356191115043
10047,VALLE,GUACARÍ,76318,2015,,14.0,17.0,77.0,6.0,1.0,32808,115,350.5242623750305
10048,VALLE,GUACARÍ,76318,2016,,13.0,16.0,26.0,5.0,,32838,60,182.71514708569342
10049,VALLE,GUACARÍ,76318,2017,,16.0,22.0,42.0,1.0,,32910,81,246.1257976298997
10050,VALLE,GUACARÍ,76318,2018,,35.0,35.0,132.0,3.0,,33191,205,617.6373113193335
10051,VALLE,GUACARÍ,76318,2019,,31.0,26.0,57.0,4.0,,33405,118,353.24053285436315
10052,VALLE,GUACARÍ,76318,2020,1.0,18.0,21.0,21.0,7.0,,33578,68,202.51355053904342
10053,VALLE,GUACARÍ,76318,2021,,35.0,21.0,49.0,2.0,,33759,107,316.9525163660061
10054,VALLE,JAMUNDÍ,76364,2012,1.0,24.0,93.0,15.0,3.0,,142873,136,95.18943397282902
10055,VALLE,JAMUNDÍ,76364,2013,,27.0,74.0,16.0,11.0,,145527,128,87.95618682443808
10056,VALLE,JAMUNDÍ,76364,2014,3.0,46.0,72.0,112.0,16.0,2.0,148122,251,169.4549087914017
10057,VALLE,JAMUNDÍ,76364,2015,,60.0,65.0,155.0,24.0,,150777,304,201.62226334255223
10058,VALLE,JAMUNDÍ,76364,2016,,83.0,68.0,138.0,13.0,,153525,302,196.71063344732127
10059,VALLE,JAMUNDÍ,76364,2017,,102.0,86.0,190.0,15.0,3.0,156313,396,253.33785417719574
10060,VALLE,JAMUNDÍ,76364,2018,1.0,121.0,104.0,328.0,26.0,2.0,159877,582,364.0298479456082
10061,VALLE,JAMUNDÍ,76364,2019,3.0,94.0,74.0,493.0,54.0,3.0,164159,721,439.2083285107731
10062,VALLE,JAMUNDÍ,76364,2020,9.0,94.0,100.0,267.0,48.0,,167147,518,309.9068484627304
10063,VALLE,JAMUNDÍ,76364,2021,,95.0,115.0,389.0,64.0,,168079,663,394.45736826135334
10064,VALLE,LA CUMBRE,76377,2012,,4.0,5.0,6.0,,,15653,15,95.82827572989204
10065,VALLE,LA CUMBRE,76377,2013,,5.0,6.0,9.0,,,15720,20,127.2264631043257
10066,VALLE,LA CUMBRE,76377,2014,,12.0,4.0,12.0,1.0,,15721,29,184.46663698238024
10067,VALLE,LA CUMBRE,76377,2015,,9.0,3.0,14.0,2.0,,15837,28,176.80116183620635
10068,VALLE,LA CUMBRE,76377,2016,,13.0,2.0,11.0,,,15957,26,162.93789559440998
10069,VALLE,LA CUMBRE,76377,2017,,10.0,4.0,10.0,3.0,,16085,27,167.858253030774
10070,VALLE,LA CUMBRE,76377,2018,,13.0,3.0,37.0,5.0,,16316,58,355.4792841382692
10071,VALLE,LA CUMBRE,76377,2019,,19.0,,11.0,3.0,,16422,33,200.94994519546952
10072,VALLE,LA CUMBRE,76377,2020,,16.0,4.0,8.0,1.0,,16509,29,175.66176025198376
10073,VALLE,LA CUMBRE,76377,2021,,12.0,7.0,27.0,7.0,,16598,53,319.31558019038437
10074,VALLE,LA UNIÓN,76400,2012,,12.0,44.0,72.0,2.0,,32790,130,396.4623360780726
10075,VALLE,LA UNIÓN,76400,2013,1.0,11.0,51.0,40.0,4.0,,32972,107,324.51777265558655
10076,VALLE,LA UNIÓN,76400,2014,,16.0,32.0,57.0,4.0,,33107,109,329.2355091068354
10077,VALLE,LA UNIÓN,76400,2015,,8.0,40.0,58.0,10.0,,33245,116,348.9246503233569
10078,VALLE,LA UNIÓN,76400,2016,,14.0,32.0,39.0,5.0,,33412,90,269.3643002514067
10079,VALLE,LA UNIÓN,76400,2017,,22.0,40.0,44.0,6.0,,33548,112,333.8500059616072
10080,VALLE,LA UNIÓN,76400,2018,,26.0,19.0,83.0,12.0,,33953,140,412.3346979648337
10081,VALLE,LA UNIÓN,76400,2019,,12.0,22.0,35.0,9.0,,34244,78,227.77712884008878
10082,VALLE,LA UNIÓN,76400,2020,,19.0,38.0,36.0,2.0,,34493,95,275.4182007943641
10083,VALLE,LA UNIÓN,76400,2021,,17.0,34.0,25.0,6.0,,34685,82,236.4134352025371
10084,VALLE,LA VICTORIA,76403,2012,,6.0,17.0,5.0,,,13194,28,212.2176747006215
10085,VALLE,LA VICTORIA,76403,2013,,2.0,8.0,8.0,,,12956,18,138.9317690645261
10086,VALLE,LA VICTORIA,76403,2014,,10.0,11.0,10.0,6.0,,12776,37,289.60551033187227
10087,VALLE,LA VICTORIA,76403,2015,,6.0,21.0,8.0,2.0,,12687,37,291.63710885158036
10088,VALLE,LA VICTORIA,76403,2016,,9.0,8.0,7.0,,,12408,24,193.42359767891682
10089,VALLE,LA VICTORIA,76403,2017,,7.0,8.0,6.0,,,12294,21,170.81503172279162
10090,VALLE,LA VICTORIA,76403,2018,,5.0,8.0,45.0,2.0,,12174,60,492.85362247412513
10091,VALLE,LA VICTORIA,76403,2019,,2.0,10.0,5.0,2.0,,11981,19,158.58442534012184
10092,VALLE,LA VICTORIA,76403,2020,,4.0,3.0,4.0,1.0,,11867,12,101.12075503497093
10093,VALLE,LA VICTORIA,76403,2021,,9.0,9.0,3.0,2.0,,11931,23,192.77512362752492
10094,VALLE,OBANDO,76497,2012,,3.0,11.0,1.0,,,13254,15,113.17338162064281
10095,VALLE,OBANDO,76497,2013,,4.0,12.0,,,,13072,16,122.39902080783352
10096,VALLE,OBANDO,76497,2014,,8.0,14.0,1.0,,,12920,23,178.0185758513932
10097,VALLE,OBANDO,76497,2015,,3.0,10.0,1.0,1.0,,12785,15,117.32499022291748
10098,VALLE,OBANDO,76497,2016,,2.0,9.0,11.0,,1.0,12560,23,183.12101910828025
